priority,action,brand,current_formula_name,current_display_name,suggested_formula_name,suggested_display_name,species,format,life_stage,dog_size,source_priority,source_rank,data_source_url,formula_key,reasons
medium,apply_suggested_title_if_source_matches,Club 4 Paws,Urinary Health Chicken,Club 4 Paws Urinary Health Chicken 14kg,Urinary Health Chicken,Club 4 Paws Urinary Health Chicken,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/28384-club-4-paws-urinary-health-chicken-14kg.html,club-4-paws-urinary-health-chicken-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Dr. Clauder,Dr Clauder's Best Choice Adult Sensitive Salmon & Rice,Dr Clauder's Best Choice Adult Sensitive Salmon & Rice 350gr,Dr Clauder's Best Choice Adult Sensitive Salmon & Rice,Dr. Clauder Dr Clauder's Best Choice Adult Sensitive Salmon & Rice,dog,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/28477-dr-clauder-s-best-choice-adult-sensitive-salmon-rice-350gr.html,dr-clauder-dr-clauder-s-best-choice-adult-sensitive-salmon-and-rice-dog-dry-gr-gatoskilo,display_name_missing_brand;display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Dr. Clauder,Dr Clauder's Best Choice Junior Sensitive Lamb & Rice,Dr Clauder's Best Choice Junior Sensitive Lamb & Rice 350gr,Dr Clauder's Best Choice Junior Sensitive Lamb & Rice,Dr. Clauder Dr Clauder's Best Choice Junior Sensitive Lamb & Rice,dog,dry,puppy,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/28786-dr-clauder-s-best-choice-junior-sensitive-lamb-rice-350gr.html,dr-clauder-dr-clauder-s-best-choice-junior-sensitive-lamb-and-rice-dog-dry-gr-gatoskilo,display_name_missing_brand;display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Dr. Clauder,Dr Clauder's Best Choice Senior/Light,Dr Clauder's Best Choice Senior/Light 350gr,Dr Clauder's Best Choice Senior/light,Dr. Clauder Dr Clauder's Best Choice Senior/light,dog,dry,senior,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/28479-dr-clauder-s-best-choice-senior-light-350gr.html,dr-clauder-dr-clauder-s-best-choice-senior-light-dog-dry-gr-gatoskilo,display_name_missing_brand;display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Dr. Clauder,Dr Clauder's High Premium Cat Sterilised/Senior/Light,Dr Clauder's High Premium Cat Sterilised/Senior/Light 10kg,Dr Clauder's High Premium Cat Sterilised/senior/light,Dr. Clauder Dr Clauder's High Premium Cat Sterilised/senior/light,cat,dry,senior,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/18108-dr-clauder-s-high-premium-cat-sterilised-senior-light-10kg.html,dr-clauder-dr-clauder-s-high-premium-cat-sterilised-senior-light-cat-dry-gr-gatoskilo,display_name_missing_brand;display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Dr. Clauder,Dr Clauder's Hyposensitive Grain Free Duck & Potatoes,Dr Clauder's Hyposensitive Grain Free Duck & Potatoes 11.5kg,Dr Clauder's Hyposensitive Grain Free Duck & Potatoes,Dr. Clauder Dr Clauder's Hyposensitive Grain Free Duck & Potatoes,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/18080-dr-clauder-s-hyposensitive-grain-free-duck-potatoes-115kg.html,dr-clauder-dr-clauder-s-hyposensitive-grain-free-duck-and-potatoes-dog-dry-gr-gatoskilo,display_name_missing_brand;display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Dr. Clauder,Dr Clauder's Dog Intestinal Diet,Dr Clauder's Dog Intestinal Diet 1kg,Dr Clauder's Intestinal Diet,Dr. Clauder Dr Clauder's Intestinal Diet,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/18109-dr-clauder-s-dog-intestinal-diet-1kg.html,dr-clauder-dr-clauder-s-dog-intestinal-diet-dog-dry-gr-gatoskilo,display_name_missing_brand;display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Ecopet Natural,Adult Medium + ΔΩΡΟ,Ecopet Natural Adult Medium 12kg + 2kg ΔΩΡΟ,Adult Medium Δωρο,Ecopet Natural Adult Medium Δωρο,dog,dry,adult,medium,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12927-ecopet-natural-adult-medium-12kg-2kg-doro.html,ecopet-natural-adult-medium-δωρο-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Ecopet Natural,Adult Mini + ΔΩΡΟ,Ecopet Natural Adult Mini 12kg + 2kg ΔΩΡΟ,Adult Mini Δωρο,Ecopet Natural Adult Mini Δωρο,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12926-ecopet-natural-adult-mini-12kg-2kg-doro.html,ecopet-natural-adult-mini-δωρο-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Ecopet Natural,Fish Adult Medium + ΔΩΡΟ,Ecopet Natural Fish Adult Medium 12kg + 2kg ΔΩΡΟ,Fish Adult Medium Δωρο,Ecopet Natural Fish Adult Medium Δωρο,dog,dry,adult,medium,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12935-ecopet-natural-fish-adult-medium-12kg-2kg-doro.html,ecopet-natural-fish-adult-medium-δωρο-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Enjoy,Adult Cat Κοτόπουλο,Enjoy Adult Cat Κοτόπουλο 15kg,Adult Cat Κοτόπουλο,Enjoy Adult Cat Κοτόπουλο,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/19498-enjoy-adult-cat-kotopoulo-15kg.html,enjoy-adult-cat-κοτοπουλο-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Enjoy,Adult Cat Multicolour Κοτόπουλο,Enjoy Adult Cat Multicolour Κοτόπουλο 15kg,Adult Cat Multicolour Κοτόπουλο,Enjoy Adult Cat Multicolour Κοτόπουλο,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/19499-enjoy-adult-cat-multicolour-kotopoulo-15kg.html,enjoy-adult-cat-multicolour-κοτοπουλο-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Equilibrio,Adult Hairball,Equilibrio Adult Hairball 2kg,Adult Hairball,Equilibrio Adult Hairball,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/10288-equilibrio-adult-hairball-2kg.html,equilibrio-adult-hairball-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Equilibrio,Adult Large Breed + ΔΩΡΟ,Equilibrio Adult Large Breed 12kg + 2kg ΔΩΡΟ,Adult Large Breed Δωρο,Equilibrio Adult Large Breed Δωρο,dog,dry,adult,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/10279-equilibrio-adult-large-breed-12kg-2kg-doro.html,equilibrio-adult-large-breed-δωρο-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Equilibrio,Adult Small Breed,Equilibrio Adult Small Breed 2kg,Adult Small Breed,Equilibrio Adult Small Breed,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/10265-equilibrio-adult-small-breed-2kg.html,equilibrio-adult-small-breed-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Equilibrio,Equilbirio Salmon,Equilbirio Salmon 7.5kg,Equilbirio Salmon,Equilibrio Equilbirio Salmon,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/10297-equilbirio-salmon-75kg.html,equilibrio-equilbirio-salmon-cat-dry-gr-gatoskilo,display_name_missing_brand;display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Equilibrio,Equilbrio Kitten,Equilbrio Kitten 7.5kg,Equilbrio Kitten,Equilibrio Equilbrio Kitten,cat,dry,kitten,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/10294-equilbrio-kitten-75kg.html,equilibrio-equilbrio-kitten-cat-dry-gr-gatoskilo,display_name_missing_brand;display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Equilibrio,Puppy Medium Breed + ΔΩΡΟ,Equilibrio Puppy Medium Breed 12kg + 2kg ΔΩΡΟ,Puppy Medium Breed Δωρο,Equilibrio Puppy Medium Breed Δωρο,dog,dry,puppy,medium,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/10282-equilibrio-puppy-medium-breed-12kg-2kg-doro.html,equilibrio-puppy-medium-breed-δωρο-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Equilibrio,Sterilised,Equilibrio Sterilised 2kg,Sterilised,Equilibrio Sterilised,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/10292-equilibrio-sterilised-2kg.html,equilibrio-sterilised-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Farmina,Team Breeder Top με Κοτόπουλο,Farmina Team Breeder Top με Κοτόπουλο 20kg,Team Breeder Top Με Κοτόπουλο,Farmina Team Breeder Top Με Κοτόπουλο,dog,dry,senior,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/21742-farmina-team-breeder-top-me-kotopoulo-20kg.html,farmina-team-breeder-top-με-κοτοπουλο-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Farmina,Vet Life Cat Diabetic,Farmina Vet Life Cat Diabetic 400gr,Vet Life Cat Diabetic,Farmina Vet Life Cat Diabetic,cat,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21726-farmina-vet-life-cat-diabetic-400gr.html,farmina-vet-life-cat-diabetic-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Farmina,Vet Life Cat GastroIntestinal,Farmina Vet Life Cat GastroIntestinal 5kg,Vet Life Cat Gastrointestinal,Farmina Vet Life Cat Gastrointestinal,cat,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21703-farmina-vet-life-cat-gastrointestinal-5kg.html,farmina-vet-life-cat-gastrointestinal-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Farmina,Vet Life Cat Hepatic,Farmina Vet Life Cat Hepatic 2kg,Vet Life Cat Hepatic,Farmina Vet Life Cat Hepatic,cat,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21732-farmina-vet-life-cat-hepatic-2kg.html,farmina-vet-life-cat-hepatic-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Farmina,Vet Life Cat Management Struvite,Farmina Vet Life Cat Management Struvite 400gr,Vet Life Cat Management Struvite,Farmina Vet Life Cat Management Struvite,cat,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21706-farmina-vet-life-cat-management-struvite-400gr.html,farmina-vet-life-cat-management-struvite-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Farmina,Vet Life Cat Obesity,Farmina Vet Life Cat Obesity 2kg,Vet Life Cat Obesity,Farmina Vet Life Cat Obesity,cat,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21718-farmina-vet-life-cat-obesity-2kg.html,farmina-vet-life-cat-obesity-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Farmina,Vet Life Dog GastroIntestinal,Farmina Vet Life Dog GastroIntestinal 12kg,Vet Life Gastrointestinal,Farmina Vet Life Gastrointestinal,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/21673-farmina-vet-life-dog-gastrointestinal-12kg.html,farmina-vet-life-dog-gastrointestinal-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Farmina,Vet Life Dog Hepatic,Farmina Vet Life Dog Hepatic 12kg,Vet Life Hepatic,Farmina Vet Life Hepatic,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/21688-farmina-vet-life-dog-hepatic-12kg.html,farmina-vet-life-dog-hepatic-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Farmina,Vet Life Dog Hypoallergenic Fish & Potato,Farmina Vet Life Dog Hypoallergenic Fish & Potato 12kg,Vet Life Hypoallergenic Fish & Potato,Farmina Vet Life Hypoallergenic Fish & Potato,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/21656-farmina-vet-life-dog-hypoallergenic-fish-potato-12kg.html,farmina-vet-life-dog-hypoallergenic-fish-and-potato-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Farmina,Vet Life Dog Hypoallergenic Pork & Potato,Farmina Vet Life Dog Hypoallergenic Pork & Potato 12kg,Vet Life Hypoallergenic Pork & Potato,Farmina Vet Life Hypoallergenic Pork & Potato,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/21660-farmina-vet-life-dog-hypoallergenic-pork-potato-12kg.html,farmina-vet-life-dog-hypoallergenic-pork-and-potato-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Farmina,Vet Life Dog Intestinal Ultra Care,Farmina Vet Life Dog Intestinal Ultra Care 1.5kg,Vet Life Intestinal Ultra Care,Farmina Vet Life Intestinal Ultra Care,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/29514-farmina-vet-life-dog-intestinal-ultra-care-15kg.html,farmina-vet-life-dog-intestinal-ultra-care-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Farmina,Vet Life Dog UltraHypoallergenic,Farmina Vet Life Dog UltraHypoallergenic 12kg,Vet Life Ultrahypoallergenic,Farmina Vet Life Ultrahypoallergenic,dog,dry,,,retailer,60,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/21662-farmina-vet-life-dog-ultrahypoallergenic-12kg.html,farmina-vet-life-dog-ultrahypoallergenic-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Fish4Dogs,Finest Salmon Senior Small,Fish4dogs Finest Salmon Senior Small 6kg,Finest Salmon Senior Small,Fish4Dogs Finest Salmon Senior Small,dog,dry,senior,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/20683-fish4dogs-finest-salmon-senior-small-6kg.html,fish4dogs-finest-salmon-senior-small-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Friskies,Active Βοδινό,Friskies Active Βοδινό 9kg,Active Βοδινό,Friskies Active Βοδινό,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/15519-friskies-active-vodino-9kg.html,friskies-active-βοδινο-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Friskies,Balance Κοτόπουλο & Λαχανικά,Friskies Balance Κοτόπουλο & Λαχανικά 1.5kg,Balance Κοτόπουλο & Λαχανικά,Friskies Balance Κοτόπουλο & Λαχανικά,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/10470-friskies-balance-kotopoulo-laxanika-15kg.html,friskies-balance-κοτοπουλο-and-λαχανικα-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Friskies,Mini Menu Βοδινό,Friskies Mini Menu Βοδινό 1.5kg,Mini Menu Βοδινό,Friskies Mini Menu Βοδινό,dog,dry,,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/10480-friskies-mini-menu-vodino-15kg.html,friskies-mini-menu-βοδινο-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Friskies,Mini Menu Κοτόπουλο & Λαχανικά,Friskies Mini Menu Κοτόπουλο & Λαχανικά 1.5kg,Mini Menu Κοτόπουλο & Λαχανικά,Friskies Mini Menu Κοτόπουλο & Λαχανικά,dog,dry,,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/10479-friskies-mini-menu-kotopoulo-laxanika-15kg.html,friskies-mini-menu-κοτοπουλο-and-λαχανικα-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Friskies,Nutri Soft Βοδινό,Friskies Nutri Soft Βοδινό 1.5kg,Nutri Soft Βοδινό,Friskies Nutri Soft Βοδινό,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/10477-friskies-nutri-soft-vodino-15kg.html,friskies-nutri-soft-βοδινο-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Frolic,Adult Μοσχάρι,Frolic Adult Μοσχάρι 1.5kg,Adult Μοσχάρι,Frolic Adult Μοσχάρι,dog,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/22711-frolic-adult-mosxari-15kg.html,frolic-adult-μοσχαρι-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Gemon,Dog Adult All Breeds Chicken & Rice,Gemon Dog Adult All Breeds Chicken & Rice 20kg,Adult All Breeds Chicken & Rice,Gemon Adult All Breeds Chicken & Rice,dog,dry,adult,all,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/27189-gemon-dog-adult-all-breeds-chicken-rice-20kg.html,gemon-dog-adult-all-breeds-chicken-and-rice-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Gemon,Dog Adult Maxi Chicken & Rice,Gemon Dog Adult Maxi Chicken & Rice 20kg,Adult Maxi Chicken & Rice,Gemon Adult Maxi Chicken & Rice,dog,dry,adult,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/27191-gemon-dog-adult-maxi-chicken-rice-20kg.html,gemon-dog-adult-maxi-chicken-and-rice-dog-dry-gr-gatoskilo,display_name_contains_pack_size;formula_name_can_be_canonicalized;display_name_can_be_standardized
